iter	Logloss
419	0.5521491081
420	0.5521278042
421	0.5520657646
422	0.5520156161
423	0.5519063139
424	0.5518045801
425	0.5515459459
426	0.5514181713
427	0.5513863616
428	0.5512749004
429	0.5512353402
430	0.5511948347
431	0.5511068102
432	0.5509690665
433	0.5508698194
434	0.5508098919
435	0.550728738
436	0.5506552035
437	0.5505814306
438	0.5505313914
439	0.5504218788
440	0.5503713015
441	0.5503411875
442	0.5502732081
443	0.5502095061
444	0.5501675706
445	0.5501264798
446	0.5500817002
447	0.5500393636
448	0.5499706987
449	0.5499049122
450	0.5498734594
451	0.5498232076
452	0.5497277905
453	0.5496840638
454	0.5495645469
455	0.5495078166
456	0.5493917792
457	0.549344732
458	0.5492422356
459	0.5491738394
460	0.5491023636
461	0.5490790082
462	0.5489850173
463	0.5489533514
464	0.5489117338
465	0.5488508155
466	0.5487318796
467	0.5487076374
468	0.548667214
469	0.548585756
470	0.5485285242
471	0.5485031437
472	0.5484720386
473	0.5484167087
474	0.5483872382
475	0.5483571736
476	0.5482969607
477	0.5482099529
478	0.5481341453
479	0.547931848
480	0.5478941551
481	0.5478108557
482	0.5477360592
483	0.5476971337
484	0.5476431976
485	0.5476050173
486	0.5475637023
487	0.5474571042
488	0.5474470025
489	0.5473923816
490	0.5473582718
491	0.5472978759
492	0.5472380467
493	0.5471567824
494	0.5471017848
495	0.5470641371
496	0.5469539566
497	0.5469242119
498	0.5468926416
499	0.5468469366
500	0.5467931772
501	0.5467391971
502	0.5466852477
503	0.5466139115
504	0.5466009059
505	0.5465301753
506	0.5464749834
507	0.5464184101
508	0.5463349606
509	0.5463041194
510	0.5462768829
511	0.5462323277
512	0.5461957489
513	0.5461731911
514	0.5461402593
515	0.5460919946
516	0.5460695587
517	0.5460485692
518	0.5460164643
519	0.5459213666
520	0.5458640219
521	0.5458412278
522	0.5457845735
523	0.545770986
524	0.5457208581
525	0.5456945488
526	0.5456321228
527	0.5455568738
528	0.5455123135
529	0.5454175708
530	0.5453386989
531	0.5453069318
532	0.5452448858
533	0.5452291666
534	0.5451836962
535	0.5451449048
536	0.5450288658
537	0.544976221
538	0.544946679
539	0.5448980623
540	0.5448683209
541	0.544835694
542	0.5447845761
543	0.5447509163
544	0.544716954
545	0.5447032615
546	0.5446166936
547	0.5445357589
548	0.5445042439
549	0.5444511199
550	0.5444143218
551	0.5443440112
552	0.5443333559
553	0.544272387
554	0.5442390519
555	0.5441743694
556	0.5440849062
557	0.5440472343
558	0.5439808747
559	0.5438552747
560	0.5437228292
561	0.543662991
562	0.5436475137
563	0.5436341338
564	0.543557804
565	0.543438128
566	0.5433765625
567	0.5433035849
568	0.5432381251
569	0.5431708478
570	0.5431479527
571	0.5431309557
572	0.5431125236
573	0.5430855802
574	0.5429784099
575	0.5429460688
576	0.5429079156
577	0.5428866852
578	0.5428578043
579	0.5428389128
580	0.5427886192
581	0.5427439526
582	0.5426886324
583	0.5426704133
584	0.5426372465
585	0.5426134176
586	0.5425690862
587	0.542536865
588	0.5425187765
589	0.542500094
590	0.5424837731
591	0.5424013343
592	0.5423840929
593	0.5423707809
594	0.542305781
595	0.5422377279
596	0.5422071244
597	0.5421744705
598	0.5421514971
599	0.542135582
600	0.5421106733
601	0.5420653812
602	0.5420375013
603	0.542024489
604	0.541998145
605	0.5419026434
606	0.5418773672
607	0.5417873022
608	0.5417526515
609	0.541738819
610	0.5416862184
611	0.5416078164
612	0.5415788573
613	0.5415005685
614	0.5413859544
615	0.5413688522
616	0.541291156
617	0.5412315156
618	0.5411862645
619	0.5411287326
620	0.5410300615
621	0.5409803233
622	0.5408874486
623	0.5408633057
624	0.540852717
625	0.5406922818
626	0.540618495
627	0.5405662777
628	0.5405338938
629	0.5404786482
630	0.5402300891
631	0.5401564383
632	0.5401143735
633	0.5400976791
634	0.5400727227
635	0.539981329
636	0.5399137484
637	0.5398961762
638	0.5398347093
639	0.5398134347
640	0.5397657308
641	0.5397345805
642	0.5397029537
643	0.5396521497
644	0.539626324
645	0.5395749824
646	0.5395203747
647	0.5394790434
648	0.5394050095
649	0.5393950171
650	0.5393473576
651	0.5392885677
652	0.5392723874
653	0.5392578538
654	0.5392250358
655	0.5391769115
656	0.5391503335
657	0.5391320486
658	0.5390723873
659	0.539019316
660	0.5389339378
661	0.5388402317
662	0.5388272269
663	0.5388152182
664	0.5387987243
665	0.5387343871
666	0.5387085249
667	0.538580884
668	0.5385535454
669	0.538484626
670	0.5384519847
671	0.5384233412
672	0.5383194321
673	0.5382912496
674	0.5382456196
675	0.5381885536
676	0.5381108002
677	0.5381013596
678	0.5380458339
679	0.5380171651
680	0.5379813837
681	0.5378812468
682	0.5378588794
683	0.5377619851
684	0.5377490087
685	0.5376743054
686	0.5376356379
687	0.5376019664
688	0.5375483103
689	0.5373632942
690	0.5373169704
691	0.5372901239
692	0.5372444388
693	0.5371849953
694	0.5370897272
695	0.5370365069
696	0.5370015259
697	0.5369421088
698	0.5368897175
699	0.5368087109
700	0.536779455
701	0.5367601506
702	0.5367226221
703	0.5367055092
704	0.5366218657
705	0.5365912695
706	0.536564692
707	0.5365558289
708	0.5365082803
709	0.5363998668
710	0.5363345296
711	0.5362173951
712	0.5361876429
713	0.5361259082
714	0.5361112602
715	0.5360952662
716	0.5360049348
717	0.5359515248
718	0.5359195223
719	0.53585106
720	0.5358139271
721	0.5357613153
722	0.5357020687
723	0.5355717378
724	0.53550721
725	0.5354537787
726	0.5354043481
727	0.5353961864
728	0.5353664856
729	0.5353049018
730	0.5352560207
731	0.5351728138
732	0.5351389156
733	0.53508493
734	0.5350520434
735	0.5350296553
736	0.5349253627
737	0.5348544895
738	0.5348262118
739	0.5348174787
740	0.5347827371
741	0.5347607424
742	0.5347156384
743	0.5346523663
744	0.5346220713
745	0.5344622661
746	0.5344294229
747	0.5343871182
748	0.5343735701
749	0.5342956002
750	0.5342600232
751	0.5342547746
752	0.5342217738
753	0.5341848076
754	0.5341335569
755	0.5340793111
756	0.5340548681
757	0.5340383834
758	0.5339934093
759	0.5339640456
760	0.5339373699
761	0.5338957344
762	0.5338607215
763	0.5338084878
764	0.533752747
765	0.5336780277
766	0.5336543951
767	0.533598503
768	0.5335361519
769	0.5334752758
770	0.5334387139
771	0.5334336298
772	0.5334154054
773	0.5333930889
774	0.5333513741
775	0.5333384719
776	0.5332857816
777	0.5332628157
778	0.5331983686
779	0.5331756006
780	0.5331525829
781	0.5331142876
782	0.5330873369
783	0.5330639933
784	0.5330447149
785	0.5329948873
786	0.5329509099
787	0.5329046233
788	0.5328369229
789	0.5327591174
790	0.5326878322
791	0.5326464787
792	0.532630143
793	0.5325893759
794	0.5325372519
795	0.5325049691
796	0.5323650026
797	0.5323464114
798	0.5322954334
799	0.5322562033
800	0.5322435392
801	0.5322236612
802	0.5321997526
803	0.5321590157
804	0.5320660163
805	0.5320547829
806	0.532019216
807	0.5319945622
808	0.5319712545
809	0.5319167356
810	0.5318649708
811	0.5318351831
812	0.5318302555
813	0.531782242
814	0.5317679661
815	0.5317626687
816	0.5317466214
817	0.5317212039
818	0.5316526572
819	0.5316056762
820	0.531558945
821	0.5315209251
822	0.5314609072
823	0.5313849289
824	0.531340852
825	0.5312955753
826	0.5311957034
827	0.5311421905
828	0.531082964
829	0.5310505152
830	0.5310434649
831	0.5310194412
832	0.5309917639
833	0.5309680888
834	0.530949395
835	0.5309081913
836	0.5308349545
837	0.5308199513
838	0.5307922448
839	0.5307306729
840	0.5306862447
841	0.5306740127
842	0.5306716492
843	0.530631021
844	0.5305128179
845	0.5304969775
846	0.5304508792
847	0.5304447249
848	0.5304226277
849	0.5303647042
850	0.5303363357
851	0.5303201908
852	0.5302524115
853	0.5302350796
854	0.5302181607
855	0.5301981021
856	0.5301924014
857	0.5301624074
858	0.5301364276
859	0.5300994597
860	0.5300878285
861	0.5300714482
862	0.5300578251
863	0.5300357395
864	0.5300146162
865	0.5299667547
866	0.5299132104
867	0.5298430242
868	0.5298198867
869	0.5297600952
870	0.5297536344
871	0.5296560697
872	0.5296348702
873	0.5296231353
874	0.5295906544
875	0.5295141424
876	0.5294962391
877	0.5294785455
878	0.5294474727
879	0.529438284
880	0.5294189166
881	0.5293410614
882	0.5293313773
883	0.5292858486
884	0.5292307769
885	0.5292127337
886	0.5291989707
887	0.5291586831
888	0.5291126685
889	0.529093995
890	0.5290338568
891	0.5289835997
892	0.5289386538
893	0.528897569
894	0.5288406633
895	0.5286487775
896	0.5286076035
897	0.5285810654
898	0.5285504328
899	0.5284444215
900	0.528410354
901	0.5283477029
902	0.5282962631
903	0.5282409632
904	0.5282278933
905	0.5277748354
906	0.52771975
907	0.5277123811
908	0.5276736923
909	0.5273582855
910	0.5273312251
911	0.527300404
912	0.5272707914
913	0.5272108137
914	0.5271978478
915	0.5271060328
916	0.5270891429
917	0.5270379524
918	0.5269949786
919	0.5269831382
920	0.526950649
921	0.5269188224
922	0.5268121667
923	0.526782114
924	0.5267638031
925	0.5267292451
926	0.5267015131
927	0.5266582528
928	0.5266483857
929	0.526632901
930	0.5265811675
931	0.5265540773
932	0.5265180636
933	0.5264919199
934	0.526436532
935	0.5264215527
936	0.5263829593
937	0.52630406
938	0.5262520517
939	0.526209379
940	0.526179928
941	0.5261264693
942	0.5260228198
943	0.5260122852
944	0.5259677085
945	0.5258955905
946	0.5258829005
947	0.5258339281
948	0.5257939067
949	0.5257542269
950	0.5257334552
951	0.5257028146
952	0.5256453678
953	0.525629899
954	0.525581059
955	0.5253548357
956	0.5253327771
957	0.5253143258
958	0.5252760944
959	0.5252278098
960	0.5252143786
961	0.5251957709
962	0.5251672291
963	0.5251385601
964	0.5251113369
965	0.5250982871
966	0.5250770869
967	0.5250634369
968	0.5250474239
969	0.5250017203
970	0.5249378071
971	0.5248803384
972	0.5248605257
973	0.524819266
974	0.5247537634
975	0.5247400026
976	0.524689305
977	0.5246434719
978	0.5246044186
979	0.5245836485
980	0.5245703495
981	0.5245269038
982	0.5244941806
983	0.5244627461
984	0.5244381605
985	0.5243671945
986	0.524343294
987	0.5243378859
988	0.5242945676
989	0.5242649435
990	0.5242461471
991	0.5241921782
992	0.5241607844
993	0.5241212989
994	0.5241168981
995	0.5240736673
996	0.5240253276
997	0.5239778926
998	0.5238070649
999	0.5237855174
1000	0.5237072433
1001	0.523688258
1002	0.5236627763
1003	0.5235822156
1004	0.5235449717
1005	0.5235206416
1006	0.5234832911
1007	0.523422245
1008	0.523415765
1009	0.5233990495
1010	0.5233817924
1011	0.5233031905
1012	0.5232864906
1013	0.5232313957
1014	0.5232059663
1015	0.5231903373
1016	0.5231679491
1017	0.5231490985
1018	0.5231275521
1019	0.5230826947
1020	0.5230597102
1021	0.523036088
1022	0.5230060634
1023	0.5229894979
1024	0.5229675467
1025	0.5229585771
1026	0.5229319384
1027	0.5228689569
1028	0.5228376833
1029	0.5228003346
1030	0.5227885873
1031	0.5227442415
1032	0.5227370823
1033	0.5226739818
1034	0.5226347903
1035	0.5225992006
1036	0.5225843115
1037	0.5225654623
1038	0.522524281
1039	0.5224972752
1040	0.5224644746
1041	0.5224215444
1042	0.5223718244
1043	0.5223181378
1044	0.5222911588
1045	0.5222612794
1046	0.5222119612
1047	0.5222003255
1048	0.5221582574
1049	0.5221373668
1050	0.5221305933
1051	0.5221107142
1052	0.522066188
1053	0.5220381613
1054	0.5220249495
1055	0.5219916066
1056	0.5219741281
1057	0.521926141
1058	0.5219082842
1059	0.5218857867
1060	0.521865736
1061	0.5218237925
1062	0.5218025208
1063	0.5217701322
1064	0.5217465099
1065	0.5217329881
1066	0.5216812488
1067	0.5216453126
1068	0.5216277922
1069	0.5216116235
1070	0.5215904963
1071	0.5215225926
1072	0.5215016373
1073	0.5214859671
1074	0.5214135875
1075	0.5213752936
1076	0.5213511621
1077	0.5212072123
1078	0.5211612666
1079	0.5211137212
1080	0.5210977644
1081	0.5210920814
1082	0.5210661108
1083	0.5210516466
1084	0.5210067474
1085	0.5209547266
1086	0.5209054802
1087	0.5208838313
1088	0.520836161
1089	0.5207989926
1090	0.5207751465
1091	0.5207405469
1092	0.5207260338
1093	0.5206554989
1094	0.5205697303
1095	0.5205547957
1096	0.5205212723
1097	0.5204798768
1098	0.520467691
1099	0.5204423861
1100	0.5204379929
1101	0.5204135144
1102	0.5203973746
1103	0.5203765652
1104	0.5203389889
1105	0.5202921793
1106	0.5201944727
1107	0.5201626316
1108	0.520096389
1109	0.5200131886
1110	0.5200015678
1111	0.519982961
1112	0.5199666058
1113	0.5198995635
1114	0.5198507485
1115	0.519822814
1116	0.5197963527
1117	0.5197813886
1118	0.519750457
1119	0.519721133
1120	0.5196856809
1121	0.5196603007
1122	0.5196267732
1123	0.5196111237
1124	0.5195951218
1125	0.5195794581
1126	0.5195647789
1127	0.5195450259
1128	0.5195329646
1129	0.5194572481
1130	0.5194431745
1131	0.519422108
1132	0.5194056512
1133	0.5193824749
1134	0.5193699595
1135	0.5193498786
1136	0.5193441092
1137	0.51932734
1138	0.5192780966
1139	0.5192675583
1140	0.5192237366
1141	0.5191812975
1142	0.5191711463
1143	0.5191556746
1144	0.5191105561
1145	0.5190816272
1146	0.5190510877
1147	0.5190080971
1148	0.5189822221
1149	0.5189630704
1150	0.5188913083
1151	0.5188480943
1152	0.5188069983
1153	0.5187746201
1154	0.5187586111
1155	0.5187318385
1156	0.5187084072
1157	0.5186945747
1158	0.5186399472
1159	0.5185988843
1160	0.5185745982
1161	0.5185233925
1162	0.518518024
1163	0.5184928454
1164	0.5184842125
1165	0.5184376173
1166	0.5184153095
1167	0.5184043089
1168	0.5183880162
1169	0.5183461244
1170	0.5183330319
1171	0.5183210865
1172	0.5182995765
1173	0.5182839745
1174	0.5182357454
1175	0.5182074328
1176	0.5182004232
1177	0.5181734627
1178	0.5181308856
1179	0.5181250634
1180	0.5181131478
1181	0.5180789199
1182	0.5180437505
1183	0.5180135297
1184	0.5180007143
1185	0.5179829951
1186	0.5179691733
1187	0.5179434683
1188	0.5178877
1189	0.5178871808
1190	0.5178698358
1191	0.517818547
1192	0.5178082427
1193	0.5177610823
1194	0.5177316646
1195	0.5177266727
1196	0.5177174807
1197	0.5177048877
1198	0.5176882718
1199	0.5176495092
1200	0.5176296501
1201	0.5175849605
1202	0.5175538732
1203	0.5175072576
1204	0.5174841734
1205	0.5174384346
1206	0.5174201657
1207	0.5173977427
1208	0.5173866492
1209	0.5173547791
1210	0.5173003526
1211	0.5172853349
1212	0.5172757092
1213	0.5172641864
1214	0.5172257775
1215	0.5172094203
1216	0.5171801628
1217	0.5171606928
1218	0.5171601206
1219	0.5171348497
1220	0.5171274633
1221	0.5171048754
1222	0.5170784703
1223	0.517017139
1224	0.5169662714
1225	0.5169506734
1226	0.5169365746
1227	0.5169219312
1228	0.5169070056
1229	0.5168932318
1230	0.516875571
1231	0.5168459628
1232	0.5168148249
1233	0.5167426785
1234	0.5167268431
1235	0.516702382
1236	0.5166927006
1237	0.5166685535
1238	0.5166239528
1239	0.5165804455
1240	0.5165394788
1241	0.5165030718
1242	0.5164917587
1243	0.5164735742
1244	0.5164407763
1245	0.516427637
1246	0.5164152583
1247	0.5164050058
1248	0.5163957333
1249	0.51638268
1250	0.5163488403
1251	0.5163219645
1252	0.5162709546
1253	0.5162412532
1254	0.516159177
1255	0.5161130234
1256	0.5160750365
1257	0.5160599045
1258	0.5160406284
1259	0.5160227349
1260	0.5159910992
1261	0.5159588887
1262	0.5159037516
1263	0.515869094
1264	0.5158298991
1265	0.5158204899
1266	0.5157903072
1267	0.5157798645
1268	0.5157677273
1269	0.5157489528
1270	0.5157237759
1271	0.5156871034
1272	0.5156602528
1273	0.5156092502
1274	0.515578698
1275	0.5155612223
1276	0.5155533905
1277	0.5155163343
1278	0.5155035819
1279	0.5154653718
1280	0.5154219352
1281	0.5154061109
1282	0.5153416855
1283	0.5152805529
1284	0.5152611849
1285	0.5152238113
1286	0.515195133
1287	0.5151605294
1288	0.5151370373
1289	0.5151094631
1290	0.5150772021
1291	0.5150072492
1292	0.5149912968
1293	0.5149656732
1294	0.5149422386
1295	0.5149142013
1296	0.5148999959
1297	0.5148539426
1298	0.5148495887
1299	0.5148318178
1300	0.5147901237
1301	0.5147691126
1302	0.5147277919
1303	0.5146642315
1304	0.5146403046
1305	0.5146114249
1306	0.5145940737
1307	0.514584479
1308	0.5145554355
1309	0.5145365067
1310	0.5145129093
1311	0.5144756539
1312	0.5144559158
1313	0.514418305
1314	0.5143944948
1315	0.514376405
1316	0.5143305325
1317	0.5143258746
1318	0.514309945
1319	0.5142926652
1320	0.5142757986
1321	0.5142673569
1322	0.5142104406
1323	0.5141861928
1324	0.5141757942
1325	0.5140457958
1326	0.5140403224
1327	0.5140254374
1328	0.5139959783
1329	0.5139437061
1330	0.5139176846
1331	0.5138349942
1332	0.5137952247
1333	0.513741962
1334	0.5137313982
1335	0.5136906052
1336	0.5136790232
1337	0.5136511803
1338	0.5136386084
1339	0.5136201332
1340	0.5136055823
1341	0.5135876988
1342	0.5135542545
1343	0.5135422962
1344	0.5135167256
1345	0.5135004496
1346	0.513468461
1347	0.5134580559
1348	0.5134347835
1349	0.5134222746
1350	0.5133662665
1351	0.5133320248
1352	0.5133183232
1353	0.5132557296
1354	0.5132429943
1355	0.5132106339
1356	0.5131853335
1357	0.5131321092
1358	0.5131208875
1359	0.5131107217
1360	0.5131048654
1361	0.5130565783
1362	0.5130031391
1363	0.5130005789
1364	0.5129763272
1365	0.5129629776
1366	0.5129349301
1367	0.5128719356
1368	0.5128299375
1369	0.5127913851
1370	0.512759301
1371	0.5127516238
1372	0.512738177
1373	0.5126988627
1374	0.5126655676
1375	0.5126543663
1376	0.5126355546
1377	0.5125793837
1378	0.5125432094
1379	0.5125126315
1380	0.5124901073
1381	0.5124626843
1382	0.5124212903
1383	0.5123810023
1384	0.5123695953
1385	0.5123284489
1386	0.512311136
1387	0.5122771362
1388	0.5122521506
1389	0.5122195762
1390	0.5121412325
1391	0.5120977626
1392	0.5120828472
1393	0.5120791631
1394	0.5120515229
1395	0.5120180894
1396	0.5120039374
1397	0.5119947079
1398	0.5119702311
1399	0.5119184758
1400	0.5118787469
1401	0.5118670123
1402	0.5118525753
1403	0.5118185965
1404	0.511810598
1405	0.5118020889
1406	0.511765514
1407	0.5117452378
1408	0.5117130161
1409	0.511708823
1410	0.5116922034
1411	0.5116733807
1412	0.5116380611
1413	0.5115787763
1414	0.5115594686
1415	0.5115164521
1416	0.511490789
1417	0.511425888
1418	0.5114053082
1419	0.5113968016
1420	0.5113511163
1421	0.5113166241
1422	0.511289253
1423	0.5112732697
1424	0.511264429
1425	0.5112436716
1426	0.5112398806
1427	0.5112142935
1428	0.5111666446
1429	0.5111233727
1430	0.5111055285
1431	0.5110650148
1432	0.5110449324
1433	0.5109945988
1434	0.5109594648
1435	0.5109479641
1436	0.5109188793
1437	0.5109122365
1438	0.5109005429
1439	0.5108896453
1440	0.510873892
1441	0.5108363301
1442	0.510788136
1443	0.510762206
1444	0.5107549061
1445	0.51071194
1446	0.5106868035
1447	0.5106391036
1448	0.5106163544
1449	0.5105647617
1450	0.5105242235
1451	0.5104990684
1452	0.5104818123
1453	0.5104156768
1454	0.5104037295
1455	0.5103677447
1456	0.5103508556
1457	0.5103410476
1458	0.5103366783
1459	0.510321009
1460	0.5102991249
1461	0.5102591035
1462	0.5102268201
1463	0.510192219
1464	0.5101804199
1465	0.5101598971
1466	0.5101161247
1467	0.510094716
1468	0.5100805286
1469	0.510067839
1470	0.5100186741
1471	0.5099861971
1472	0.5099479776
1473	0.5099252604
1474	0.5098939986
1475	0.5098832169
1476	0.5098754768
1477	0.5098579077
1478	0.5098228745
1479	0.5098060151
1480	0.5097590239
1481	0.5097221887
1482	0.5096941507
1483	0.5096721952
1484	0.5096615538
1485	0.5096252533
1486	0.5095906178
1487	0.5095658734
1488	0.509547078
1489	0.5094924345
1490	0.5094431415
1491	0.509411861
1492	0.5094001413
1493	0.5093844641
1494	0.5093747586
1495	0.5093716046
1496	0.5093464472
1497	0.5093268826
1498	0.5093142831
1499	0.5093070115
1500	0.5092980544
1501	0.5092507504
1502	0.5092449457
1503	0.5092156201
1504	0.5091955593
1505	0.5091926276
1506	0.5091512065
1507	0.5091099303
1508	0.5090982807
1509	0.5090526937
1510	0.5090344086
1511	0.5090163206
1512	0.508992763
1513	0.508986175
1514	0.5089565745
